text,label,score
家里的三只崽崽很喜欢这款哇，会持续回购滴，大品牌值得信赖哦～好评哦～适口性特别好，营养均衡，家里的三只崽子特别喜欢吃。,好评,5
狗狗特别喜欢吃，这个物流也很快，还送了是吃日期比较的新鲜，吃的也比较较快，男士的狗粮一直值得信任，我们家的猫一直都吃他们家的猫粮,好评,5
我家金毛一直吃的这款狗粮，很不错，有很多冻干，适口性很好，狗狗爱吃，一开始我家狗是挑食的，很多狗粮都不爱吃，这款就很好，嘎嘎炫,好评,5
我已经回过过这个狗粮45 次了，狗狗非常的爱吃，而且吃这个它一点也不拉稀。这个粒儿它有点大，但是就是挺适合大型犬的，大型犬吃饭，其实都挺狼吞虎咽的，而且就是现在是成犬也不会出现脚动的情况,好评,5
狗粮袋子一打开就看到很大一颗颗的冻干，而且冻干数量不少，孩子一闻到味道就立马凑过来了，狗粮中间还有夹心，孩子很喜欢，下次还买😁 而且这次双十一价格很美丽，赠品也很多，买到真是划算啦,好评,5
乳鸽粮收到啦，狗狗们超级喜欢，颗粒大小均匀，颜色正，没有任何异味，而且很容易泡开，狗狗们一吃就爱上了。卖家服务态度也超赞，发货快，非常满意！乳鸽粮包装完好无损，运输过程中也没有碎渣，很放心。宠物很喜欢吃，蓝氏品牌值得信赖。,好评,5
出门1-2天必备小克重，太方便啦！京东救急很方便，基本上是次日达。不错的。小狗挺喜欢吃蓝氏的，适口性不错，冻干很大，可以挑出来当零食奖励。,好评,5
一直给狗狗买蓝氏狗粮，真材实料看的见，肉松、蔬菜什么的，都是真材实料的，看的到。狗粮比较香，狗狗也比较喜欢吃，不怎么挑食？,好评,5
好多次购买了，金毛太能吃了哦一个月得要2包中大型犬粮，乳鸽配方的蛮喜欢这款配方，兔肉的也买过更喜欢吃乳鸽的，这粮可以有冻干又是夹心狗粮很好，家里2只金毛,好评,5
冻干颗粒真的很大 狗狗闻着香味就过来了 特别喜欢 大包装 一次能吃很久！价格也合适 从小就给喂这个狗粮 吃的一直很好 吃的很壮 长身体了！,好评,5
还送了21包试用装，做活动优惠还挺好的。小狗一次大概吃三包，正好半天的量150克，很不错。以后还会持续购买京东的物流也很快，当天就到了，赞。,好评,5
已回购无数次，我们家大金毛10岁了，之前安排的其他品牌的老年犬粮都不如这款。这款狗粮看得见的实在，狗狗闻着味道就过来抢着吃完了，特别喜欢吃。赠品也很实惠,好评,5
试过几个品牌的狗粮，直至选了这款，狗子吃了几袋后，体重上来了，毛色也比以前要好一些。而且大便也非常好，这款狗粮非常满意。,好评,5
买的这款狗粮🐶，包装看起来挺专业的！里面的配方也很详细，包含多种肉类、蔬菜和营养成分，感觉狗狗吃了应该会很有活力✨。价格也实惠，性价比高。物流也比较快，整体体验不错👍。希望狗狗喜欢！,好评,5
款狗粮对于狗狗来说是非常好的。我家小狗自从吃上这款狗粮以后，毛发非常的顺。看起来非常精神，而且拉的便便也很正常。,好评,5
我家狗狗特别喜欢这款狗粮，每次都吃得津津有味。狗粮颗粒适中，易于咀嚼和消化。成分健康，富含蛋白质和维生素，让狗狗的毛发更加亮丽。价格合理，性价比高。总体评价：非常推荐，狗狗爱吃又营养。,好评,5
第二次回购了，毛豆非常爱吃，以前特别挑食，狗粮目前已经全部吃光了，而且摸哦起来也不油，现在狗狗可以按时吃饭了，非常棒的！,好评,5
这款是鸽肉配方，开袋就可以看见大块冻干和夹心干粮颗粒，适口性还不错。无谷物无豆类添加，主要肉源还是鸡肉，狗狗吃起来温和不刺激，肠胃负担小~也是蛮不错的一款平价狗粮。,好评,5
挑食小狗严选！！这个适口性真的巨好，我家小狗从小吃这个长大的，特长肉！而且我家毛毛也长的很好很漂亮！！推荐5颗星！,好评,5
第一次买蓝氏的预售，收到四大袋狗粮和若干袋小零食和小罐头，小狗先吃了个红薯裹肉干，吃的嘎嘎香，希望以后不是双 11 的时候也搞些活动撒,好评,5
之前一直是吃的这个牌子 超级好，物流很快，第二天就到了，现在有活动，所以价格很合适，这个牌子的狗粮狗狗非常爱吃 吃完身体还挺壮实的 很多人也推荐这个,好评,5
它比超级高的狗粮它是大品牌生产的值得信赖适口性非常的好狗粮里面还有很多的冻干肉粉啥的适口性真的拉满了狗狗非常的爱吃非常的长肉现在是一款性价比,好评,5
自家挑食的泰迪闻到粮香就凑过来，一改慢悠悠的习惯狼吞虎咽；还有柯基吃完连碗底都要舔三遍，连冻干带粮吃得干干净净,好评,5
好评！发货速度很快，包装也很好看，客服回消息也快，态度也好！最关键的是商品质量很好，100%正品，经得起查验，是一个不错的商家，值得购买！,好评,5
配料表很实在，没有乱七八糟的添加剂，狗狗吃着放心。换粮后没有出现肠胃不适，还更有活力了，五星好评！,好评,5
蓝氏真鲜乳鸽，大型犬粮，5kg包装两袋，还送了十包80g试用装。开袋就很香，适口性很好，拉布拉多一下子就吃完了，白花花的银子。每一粒颗粒大，肉眼可见每一粒包裹了东西，看配料表里面鲜肉含量很多，不愧是蓝氏。,好评,5
蓝氏狗粮主打鲜肉配方（乳鸽/猎兔为主），适口性强，冻干颗粒提升食欲，添加益生菌护肠胃，美毛效果较显著（乳鸽款鲜肉＞60%，猎兔款含清火成分缓泪痕）。但部分用户反馈油腻感明显，蛋白质含量争议（有测评称＜30%，不利幼犬），深色款便便可能偏干，性价比中上。,好评,5
前面买的都挺好，后面买的冻干少，而且都是碎的，,差评,1
首先包装还是很精致严实的，很适合平时的拿取，一次一小袋，也不会担心长期的开口导致味道的变化，狗狗🐶尝了之后还是蛮喜欢的，知道是自己的乖乖的坐在旁边。快递📦也是很给力的👍🏻,好评,5
狗狗超级爱吃，里面的冻干也非常的大，大品牌就是放心， 物流也超级快，拍了没两天就到了，很好吃完回购。,好评,5
蓝氏真鲜乳鸽全价鲜肉犬粮，无谷物添加，采用新鲜乳鸽，添加九种新鲜肉蛋果蔬，添加 10% 冻干，大颗生骨肉饼看得见，夹心甜甜圈颗粒小狗爱吃,好评,5
俺家两个狗子🐶太爱吃蓝氏的狗粮啦！ 买了两次三斤的 这次有活动回购了10斤太划算了，俺家小雪和泰迪都很喜欢吃😋推荐购买哦,好评,5
很多人推荐这个牌子，然后就买了一下试一下，发现狗狗特别爱吃，而且很长肉，超级长肉 快递也很快，第二天就到了 骑手也特别给力，态度也特别好,好评,5
蓝氏真乳鸽狗子们真的很爱吃，狗粮做的也很精致，适口性很好，除了价格贵了点，品质真是没得说，赶上有活动就会囤一些，618价格给力,好评,5
挑食的狗很喜欢吃，吃了也不软便，大狗小颗粒大颗粒都喜欢吃，不爱吃里面的冻干。包装也还行 大狗要是有小包装就好了。看起来也很有食欲很香,好评,5
给狗子换了第三种狗粮，这款他还挺喜欢的。每天遛狗的时候带出来给它吃。嗯，下次换一换来试其他口味的。在路上发现其他小狗也有吃这款的。,好评,5
大型犬吃的真的很大一颗 之前买过中小型犬的试吃装 家里狗狗爱吃才来买大袋的 会继续回购的 希望一直都活动一直可以囤货买,好评,5
宠物狗粮，家里柯基一直吃这个牌子的。活动时买看实惠时购买。生产日期2024年6月，保质期18个月。原来狗粮快吃完，所以今天才开封准备投喂。 问题很大！最外包膜完整，但拆开正包装有发霉点。袋内封口处有瘢痕，害怕狗粮也发霉，没敢喂！,差评,1
产品没问题，京东物流坑,差评,1
这次很失望&hellip;&hellip;内包装被拆了三分之一,差评,1
不京东物流送货上门，所以给差评,差评,1
送货太慢，太辣鸡，太失望了！,差评,1
差评。差评。差评。送的赠品不一致。差评。差评。差评。,差评,1
买完第二天就降价，还不能申请价保，以后都不会再买了。,差评,1
这什么垃1圾狗粮 狗吃了两天呕吐了 大家别买 真的,差评,1
五百块钱的东西，买完一周就降价80块，作为一个京东老顾客，真是感觉被宰的无力感啊,差评,1
不知真假还是二维码已经被扫描过了。二维码扫描查不到本品，,差评,1
假货，吃了一点两个狗都送医院，果断扔掉！,差评,1
我家狗吃了这个狗粮一直拉肚子！！！！！！！！已扔，不会再买了！,差评,1
垃圾狗粮，吃了拉肚子。,差评,1
差评差评18号买的狗粮今天才到，蜗牛吗，差评。,差评,1
包装严重问题，商家态度极差，破损物品，狗粮撒了一地,差评,1
京东第一个差评，不管你是运输意外还是恶意偷斤两，反正是恶心到我了,差评,1
客服说取消订单后重新拍，优惠券还在，取消后优惠券又没有了，她说她也很抱歉，一点都不专业！,差评,1
快递送来没有外包装，就这样送来的，表面特别脏，真是服了,差评,1
买了两袋，破了一袋，客服让我找京东，懒得搞这些有的没的，看评论说破袋子的都是几年前了，就没当回事，没想到真会自己遇到,差评,1
买的时候比现在贵不少，不过说赠送狗罐头就买了。没收到去投诉，不承认了。言而无信太可恶了,差评,1
我家狗还挺爱吃的，然后吃着没有什么反应，等时间长一长，再看看他爱不爱吃，再继续回购。京东的物流挺好的，每次都是给我送上门，不用自己去拿好评,好评,5
很大包，性价比非常高很满意，价格也很划算，京东物流配送非常快，当天下单当天送到，而且狗狗非常喜欢吃这款，没买错，也非常推荐购买这款,好评,5
看到有价格优惠，购买了一些，这款狗粮家里的狗狗吃了有一段时间了，狗狗长肉了而且大便成型。身体也不错。所以现在就一直在购买这款狗粮。,好评,5
这个好像是试吃的吧送的不错试吃了四代尔才开的这个主单双发小口不吃非常可以这个满满的大块儿乳鸽豆干和夹心狗粮真的还不错最近给狗新换的新口味,好评,5
产品包装密封良好，到货时包装完好。我家狗狗从小就是吃的这款狗粮，从两个月的时候开始吃，现在越做越了六个月的编目35斤，毛色非常好，毛发也非常柔顺，基本不怎么掉毛。,好评,5
包装是密封良好的，日期也是新鲜的，脂肪含量适合中等运动的狗狗，有资格证书是经过专业认证的,好评,5
狗粮很不错 ，我家毛孩子很爱吃，里面还有冻干夹心 ，不错不错,好评,5
物流很快，双十一买很合适，到货也是新鲜日期，狗子很爱吃。,好评,5
昨天下单今天早上就收到了，80克一包很方便储存，家里狗狗一直吃这款，超爱的,好评,5
大狗爱吃，小狗也抢着吃，没有拉稀软便，双十一价格优惠很大,好评,5
品质超级好，日期也非常新鲜，物流给力，狗子爱吃～完美！,好评,5
一直在回购的粮～乳鸽长肉，还带有大块的甜甜圈冻干！小狗光盘行动！,好评,5
小狗一直很喜欢吃蓝氏狗粮，吃得很开心，双十一大促时果断回购，性价比很高！,好评,5
不爱吃狗粮换了蓝氏疯狂长肉，毛色很好，一直回购着,好评,5
冻干块很大 我家狗狗很喜欢 也没有眼屎 泪痕,好评,5
一直都给狗狗吃这款狗粮，大型犬吃后体重有增长，而且大便成型，肠胃也很好。狗狗也爱吃，双十一有活动，价格优惠多给狗狗屯点狗粮。,好评,5
很大一颗，看起来就很美味，我家宝宝很喜欢吃,好评,5
适口性特别好，家里小狗特别爱吃，冻干多多,好评,5
宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖,好评,5
这款狗粮，家里的狗狗很喜欢吃，并且狗狗的大便也成型。吃了一段时间也长肉了。这次双十一活动力度大，价格优惠多屯点狗粮慢慢吃。,好评,5
做活动囤了80多斤，够孩子吃几个月了！,好评,5
家里小狗特别爱吃！回购很多次了,好评,5
买了很多，小宝从三个月开始吃，长得比其他小狗壮一圈，小时候一直吃到现在,好评,5
小狗特别喜欢，家里囤的最多的就是蓝氏的狗粮,好评,5
狗粮很不错，爱吃这款,好评,5
很好，狗狗特别爱吃,中评,3
很棒，很喜欢吃也便宜,好评,5
特别好，速度又快。狗爱吃/,好评,5
狗子超级爱吃，一打开扑鼻的香味还有超级多的冻干，袋子刚开狗子就忍不住了,好评,5
狗粮的冻干很多，小狗很爱吃，配料表也很干净，已经吃了很久了，超级推荐哦,好评,5
这款蓝氏狗粮适合我家狗子，吃后大便成型而且体重增加。很满意。,好评,5
蓝氏犬粮颗粒大味道香，狗狗很爱吃，当零食奖励或者直接喂食都很好,好评,5
狗粮挺好的，大牌子，值得信赖，狗子也挺喜欢吃的，适口性蛮好,好评,5
蓝氏一直是主子的首选 吃了好多年了 大品牌值得信赖 主子也爱吃 冻干很香,好评,5
好大颗的粮适合大型犬，适口性很好啊，我家狗挺爱的,好评,5
强烈推荐！商品物超所值，质量可靠。物流快，商家服务热情，售后服务完善。包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来☺️,好评,5
一直以来都是吃的这款！狗狗不挑食！还送了很多小样和罐头！,好评,5
日期新鲜，肉饼颗粒大，狗子超爱,好评,5
看着狗狗吃好吃 颗粒很大 狗狗吃起来应该很爽,好评,5
狗粮挺大粒的适合大型犬，我家狗挺爱吃,好评,5
之前给我家小狗买过几次大狗也爱吃，这次买了大型犬的还送了很多试吃装和零食。,好评,5
狗狗喜欢的一款狗粮，一直在回购,好评,5
挺好的，就是偏贵，国产的这么贵不多见啊，能便宜点就好了,好评,5
回购很多次了，狗狗很爱吃,好评,5
买过很多次了 适口性不错,好评,5
很大包，非常划算值得购买,好评,5
非常好，狗狗很喜欢吃,好评,5
配送迅速，物美价优，狗子喜欢。,好评,5
很大颗很适合大狗吃,好评,5
以前狗狗吃的另一个牌子，换这款狗子也喜欢吃，味道不错好闻也香，狗狗便便也正常。,好评,5
狗狗很爱吃，无限回购款，出门携带也很方便,好评,5
性价比很高 慢慢的冻干 狗子很喜欢吃,好评,5
这款狗粮适口性好 长肉肉,好评,5
无限次购买，家里的狗狗一直都很喜欢吃,好评,5
冻干非常大，还是肉和蔬菜水果结合在一块的，配方也很干净，而且味道炒鸡香，打开包装扑面而来的香味哈哈哈哈哈贼拉香！！！,好评,5
-&nbsp;每次打满满的一碗放地上就赶紧趴下吃了，吃的特别香，价格也是比较实惠，整体性价比还是很不错的。就跟吃美食一样，而且还非常活泼，可爱，肠胃也变得好了，拉的大便一点也不臭，每次给都是吃的光光的，其他营养方面也跟得上，这个便宜的价格能买到这个好的粮食。,好评,5
我家金毛一直食用蓝氏狗粮，每次都会选择蓝氏不同口味的狗粮 像鸡肉燕麦、金枪鱼牛肉和蛋黄口味的都买过，这些狗粮都非常好，狗狗爱吃。这次购买的蓝氏乳鸽和猎兔两款狗粮让狗狗尝尝鲜，狗狗非常喜欢吃，因为这两款狗粮中的冻干非常多，每一粒都很大。原先买的鸡肉燕麦的是30斤装的 入手价为240～260元左右。而乳鸽和猎兔则是20斤，正常卖470多，双十一前我用了好几个券入手价349元，还能接受，看狗狗爱吃也就无所谓了。,好评,5
无限回购的狗粮，孩子真的很爱吃，适口性非常不错，颗粒正好，孩子吃了不到2个星期明显看出长肉了！而且毛发也变得明亮了！真的非常不错,好评,5
为过其他狗粮比较偏油，这款蓝氏乳鸽狗粮不油腻。颗粒大小合适，上面还有一些鸡肉冻干，狗儿比较喜欢吃，换粮的时候也没有软便情况发生。喂的是小比熊狗，前后喂了三斤左右，其他都还好，就是在促进毛发生长方面不明显。,好评,5
第一次购买，我家是边牧，比较挑食，这款适口性强，最近很爱吃饭，便便也是健康的便便，吃了半袋后又买了一袋，推荐推荐 好评！！,好评,5
我家狗狗非常爱吃你们家的这一款狗粮！里面颗粒冻干都很丰富～狗狗吃完了也没有拉肚子或者呕吐，总而言之挺好的，吃完也不会油油的！还会继续回购～,好评,5
这款男士狗粮制作非常用心，每个狗粮中间都包含冻干，还有单独的冻干饼，看起来非常美味，狗狗们也很喜欢吃。适口性也很好，如果价格能再优惠一些就更好了。因为家里有很多大狗狗，它们需要大量的狗粮来维持健康体重。,好评,5
物流速度很快，狗粮的日期都很新鲜，冻干也超级多，适口性很好，我家狗狗很爱吃，已经开始囤货啦！,好评,5
好，双十一搞活动非常便宜，配料表也很干净，都是肉很多，而且是5千克分装的，不会一下子一大包要吃很久。还没吃下来好评，之前吃试吃装不错，日期也比较新鲜,好评,5
挺好的，买了好多次了，配将很不错，哈哈，狗子也很喜欢，以后还会继续买~~~性价比不错,好评,5
我家小狗真的好喜欢蓝氏，趁着这次价格优惠我又给他屯了一些。这款主要针对的就是中小型犬，里面还有果蔬和大颗冻干，我家小狗吃半年多了，现在已经一岁了，特别不错。,好评,5
一袋狗粮里头塞了两只乳鸽，冻干也是满满一层吧，颗粒还是甜甜圈的呢，你看人家包装上写的啥，9种新鲜肉蛋果蔬啊，9种你知道什么概念吗，我一天都吃不到9种，总而言之不错，就是价格小贵,好评,5
一打开就能闻到肉香，包装完好无损，发货很快。快递员非常好给送货上门。店家服务态度很好很满意。多次购买的一款狗粮。品质保证！非常好。正品官方旗舰店发货售后有保障！,好评,5
买过好几次的狗粮了，蓝氏是在网上看了好多宠物博主的推荐买的，感觉很健康，毛孩子很爱吃，尤其是大颗的冻干看起来超级香,好评,5
第一次购买这个品牌的狗粮，朋友推荐的，说质量杠杠的，抱着试试的态度先买一袋，店家非常贴心的还送了4袋80g的试吃装。快递到货也很快，体验很棒。爱了爱了!还算满意，好的话下次还会继续光临。,好评,5
买了好多次了，都很不错，颗粒适中，肉饼还比较多的，狗子很爱吃，感觉营养还不错~~~,好评,5
适口性很好里边有大冻干而且每个都有甜甜圈夹心，我家狗每次吃都把盘子舔的干干净净。大品牌有保障。老顾客，老顾客，好评，好评。,好评,5
第一次买这款狗粮，今天送到了，晚上就打开试用装给毛孩子吃了，冻干很大块，爱吃的很，一会儿就吃光了。,好评,5
很不错的狗粮狗子很爱吃，闻起来像肉松味很香，冻干颗粒也很大哈哈哈不错不错！,好评,5
狗子爱吃，买了很多次了，很好很好，吃了一段时间，狗子毛很亮，没有补充其他营养品了，冻干也特别爱吃，总的来说很好，就是贵了点,好评,5
去年8月的但一点不影响狗子食用作为换粮过渡，狗子很喜欢两下就吃完了来不及拍照，外包装无损伤,好评,5
一直买蓝氏乳鸽的狗粮，有时候会有换购，比较划算，京东物流很快，寄到镇上也是次日达，送到楼下很方便，太赞了。会回购的，我家狗子很爱吃。,好评,5
在他家买过好几次粮了，狗狗还是很爱吃的，先购买50克的，回来爱吃，然后再购买500g，1500克的包装，吃的都挺好的。 泰迪狗,好评,5
颗粒大小合适，里面还有冻干，新款狗粮冻干是大块的那种，狗狗很爱吃，蓝氏大品牌，,好评,5
里面冻干还是挺多的 吃着也还行 不拉稀就成 但拉的挺多的&hellip;&hellip;,好评,5
一袋快吃完了才来评价，我家边牧嘴太挑，别的都是吃一两顿就不吃了，简创鲜朗那些说好的品牌都试过，效果都一样，这个倒是没有不吃，快吃完了问它吃这个还是换一个，它选择吃这个，第二袋已经下单了,好评,5
已经是第二次回购蓝氏的这款狗粮了，第一次买的是主打的鸽子肉的系列，第二次买了这款兔肉的，感觉两款都很不错，大厂还是非常值得信赖的，赞赞赞,好评,5
营养均衡，配料表干净，检测报告透明，狗子很爱吃，老奴我放心,好评,5
这是很棒的狗粮，狗狗11岁啦，一直都是吃的这一款狗粮，非常好吃，以前的是老包装，但是它好像吃腻了，就不怎么吃了，这次换了新的包装，里面有大块的像饼干一样的东西，狗狗就很喜欢吃，很喜欢吃，非常喜欢,好评,5
我的狗狗一岁多，从宠物店买回来的粮总觉得没有我自己做功课放心，科普了好久最红选择这个，今天刚收到就给小狗吃了，超爱了好么，等吃完这个，会再继续回购，并且要囤货!!!,好评,5
狗狗超爱吃 很香 里面还有肉饼 推荐给我朋友的狗狗她也买了一袋 他的狗狗也很爱吃。推荐推荐,好评,5
狗粮非常香，狗狗非常喜欢吃。总体来说，这是一款很好的狗粮。更换后，从未出现过拉肚子的情况，只是价格略高。我们家的阿拉斯加一天大约能吃2斤。,好评,5
狗狗喜欢吃这个狗粮，而且里面还有很大的冻干，狗狗吃着没有拉肚子，反正我觉得这次买的还不错，价格的话虽然有一点贵，不过也还能接受，下次还会再继续购买的,好评,5
狗子非常喜欢吃蓝氏的狗粮，蓝氏大品牌品质也有保障。京东有换购活动价格很合适！,好评,5
狗很喜欢这款狗粮 冻干很多 肉丝也都能看到 第二次购买了,好评,5
蓝氏狗粮真的很不错！我家狗狗特别爱吃，每次开袋都兴奋得不行。食材天然，营养均衡，狗狗吃了以后毛发更加光亮，活力也更足了。而且这款狗粮的适口性很好，挑食的小宝贝都能吃得津津有味。价格也很亲民，性价比超高。看着它健康快乐地成长，我非常满意。推荐给所有爱狗人士，让狗狗享受美味的同时也能健康成长。,好评,5
一直都吃蓝氏 大品牌吃的很放心 狗吃了很长肉肉 适口性也很好 非常推荐,好评,5
最近入手了这牌子狗粮，狗子很爱吃，味道也不错，狗子一次吃两杯，比之前进食更多，不过拉的也多,好评,5
第二次购买了，每次先吃小包的赠品，毛孩子很喜欢这个口味。,好评,5
趁着活动买的狗粮，狗子还没吃，但是一直在吃蓝氏的猫粮，相信蓝氏还是非常值得信赖的，,好评,5
我家狗狗非常挑食，一直每天煮的鸡腿和鸡胸，换了很多粮都不爱吃，刚开始都怕不吃，给先吃的试吃，香的都流口水了🤤，蓝氏狗粮还是权威，狗子非常喜欢❤️❤️,好评,5
蓝氏的狗粮不得不说很靠谱，之前其他品牌几种换来换去，还是这款好！狗狗爱吃营养健康，赶上京东活动，可以多囤一点，性价比非常高！,好评,5
味道不错，狗狗爱吃，适合成犬，狗狗毛色亮，不虚胖,好评,5
狗狗很爱吃蓝氏的狗粮很好有冻干肉饼 狗粮也有夹心,好评,5
狗狗很喜欢吃这款狗粮，大颗肉肉很多，我会搭配给她吃，再喂点自制，狗狗吃了大便也好,好评,5
这个狗粮狗狗吃了长的胖嘟嘟的，而且也不挑食，已经回购很多次了，没次都有试吃装送给我们,好评,5
狗子很喜欢吃鸭，而且狗粮蛮好的，好品质看得见,好评,5
已经多次回购，最后一次购买时参加活动说的领取储粮桶，因对活动不熟悉，多次询问客服，怎样领取？告知签收后才可以领，先截屏看看有没有？当时截屏时剩余28个，刚收完货回来领取显示没了，找客服询问，说是先到先得，乱七八糟的回复，差评，差评，马上换犬粮，太不负责任了，问一句等半天，到现在活动还是一知半解，服务太差,差评,1
第一次买乳鸽材料的狗粮，没想到狗子还挺爱吃的！,好评,5
很好，狗狗爱吃，颗粒很大，大型犬适用。,好评,5
非常满意，狗狗真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细。,好评,5
蓝氏狗粮真的太棒啦！我家狗狗超爱吃，鲜肉配方营养很足，还有重硕预管、长肉健骨这些功效，对狗狗成长特别好。10kg 大包装也很实惠，五星好评，强烈推荐给养狗狗的朋友们～,好评,5
蓝氏狗粮真的太棒啦！我家狗狗超爱吃，鲜肉配方营养很足，还有重硕预管、长肉健骨这些功效，对狗狗成长特别好。五星好评，强烈推荐给养狗狗的朋友们～,好评,5
挺好的，狗狗很喜欢吃，适口性好，就是量有点少,好评,5
狗狗爱吃，闻着很香，冻干看着不错,好评,5
狗狗挺喜欢吃的，甜甜圈的也很有趣，狗狗非常爱这个狗粮,好评,5
这款很适合大狗 颗粒大 冻干大 适口性强,好评,5
好吃爱吃很香很大颗很美味很爱吃么么,好评,5
这款狗粮狗狗很爱吃 味道很不错 还会继续回购,好评,5
真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物这质量真是太意外了，实物美美哒，触感很好，很推荐哦～我家狗狗很喜欢吃。,好评,5
狗粮发货很快，狗子很爱吃！还会继续回购的！希望店家多多搞活动～,好评,5
第一次换的这个牌子的狗粮，还害怕狗狗不吃，买回来狗狗吃的特别香,好评,5
很好，家里的大金猪特喜欢吃，买了有三四次了，从它还是个4个月的小狗开始，很好,好评,5
冻干非常完整闻着特别香蓝氏四年粉丝啦,好评,5
非常适合大型犬吃的狗粮 颗粒大 冻干多,好评,5
一直吃这款狗粮 适口性好 颗粒对大狗狗很友好,好评,5
我家毛孩很喜欢吃，浓浓的肉香味,好评,5
我家来福超爱吃，是个不挑食的好宝宝，香迷糊了哈哈哈哈,好评,5
8月6号的日期，比较新，小狗仔吃的比较快,好评,5
挺好的，狗狗后期换了这款狗粮，挺喜欢吃的，吃了也长了一些肉肉，,好评,5
31、终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的。说实在，这是最让我满意的一次购物，下次需要的话我还会再来。 2、质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物。 3、不好意思，评价晚了，非常好的店家，东西很喜欢！买来这个是送人的，她很喜欢，卖家的贴心让我感到很温暖，物流公司也很好。,好评,5
狗狗非常喜欢吃这款狗粮，适口性很好，每次都能吃得干干净净。,好评,5
这款狗粮非常好，小狗狗很喜欢吃，已多次回购。,好评,5
狗子吃着很好，毛色鲜亮，长肉很好,好评,5
我家阿拉斯加吃这款粮很久了，很爱吃,好评,5
发货很快，谢谢快递小哥送到门口的，我家狗狗爱吃，吃完继续回购,好评,5
品质很好，狗狗非常爱吃，回购很多次了,好评,5
可以，试吃装买的，我家狗子吃了不拉软便,好评,5
非常好，很喜欢，很舒服。喜欢。希望可以做的更好，价格更加便宜。,好评,5
第一次买蓝氏的 吃了狗子大便很正常 下次还会回购,好评,5
买过好多次了，经常在这里买，家里两只狗狗都很爱吃，就爱吃这一款,好评,5
回购了很多次的狗粮 味道不难闻 狗很爱吃,好评,5
适口性非常好，我家狗子一开袋就迫不及待地吃了,好评,5
冻干很大块，小狗喜欢吃！,好评,5
试吃赠品，毛孩子很喜欢，第二次来买了。。,好评,5
之前买过试吃装，狗狗很爱吃,好评,5
一直吃这款狗粮 颗粒大 适合大型犬,好评,5
不错，质优价廉，发货和物流都很快,好评,5
好评，很香，狗狗很喜欢吃,好评,5
蓝氏是我家狗最爱吃的 冻干也超大 良心品牌,好评,5
狗子超爱吃，闻着也很香，以后就买这个了,好评,5
适口性强 颗粒大小适合大狗,好评,5
无限回购的一款粮！成分表很实在，肉类含量高。狗狗吃完食欲特别好，长得壮实又精神。没有任何添加剂，主子喂得安心。包装密封好易保存，守护毛孩健康，绝对值得入手！,好评,5
听朋友推荐过来买的，冠能狗粮比较稳定，目前还没换粮，京东发货就是快，第二天就到了，准备换粮啦，老年狗子粮食一定要安全啦，安排起来啦,好评,5
很好很满意，这款小狗比较喜欢吃，从小吃到大，健健康康的，小狗比较挑食，就是喜欢吃这款狗粮，其他品牌它不喜欢吃，价格方面会偏贵一点点。,好评,5
第一次养狗狗，狗粮很重要，冠能的狗粮营养成分完全能给狗狗提供足够的营养了，分量也很足，价格实惠，物美价廉，以后回购，很好,好评,5
🐶这款狗粮真的超棒！我家金毛吃得特别香，毛发也变得亮泽了～ 🐾 📦包装很严实，一点都没洒漏，物流也超快，第二天就到了！ 🚚 🚚快递小哥态度超好，服务满分！ ✨ 🌟整体体验非常满意，会继续回购的！ 💖,好评,5
冠能狗粮上次试着换了个保护肠胃的，狗狗没有排斥，吃得很好，肠胃也没出什么问题，这次就该买它这个年龄段的，更香一点，狗宝喜欢。,好评,5
帮朋友的狗狗买的，已经是第二次购买了，京东快递可以送货上门，非常的方便。朋友的狗狗也很喜欢吃这款狗粮，吃着一切正常，没有其他的不良反应，就是价格变化有点大，等吃完了再来,好评,5
小狗从小吃到老的狗粮，值得放心的品牌，狗粮没有怪味，适口性也很好，狗狗几乎不生病，不知道是不是得易于这款粮。,好评,5
家里的狗狗已经七岁，选来选去还是选择冠能的粮，大品牌品控稳，希望狗狗长寿身体好，每天吃的要适应，京东自营售后服务好，配送快,好评,5
"我家狗12岁了，一直吃冠能狗粮，狗粮嘎嘣脆，小狗很喜欢吃。现在吃老年犬犬粮,狗一直很健康，不胖不瘦的，希望他一直活到20岁。",好评,5
🐶这款狗粮真的超赞！营养全面，狗狗吃得香～📦包装严实，一点没破损👍送货飞快，当天就到了🚚配送小哥态度超好，服务贴心👏整体体验满分，强烈推荐！🐾,好评,5
狗狗很爱吃，小袋装带出门很方便。我们家阿拉从小吃到大，很能长骨头。对阿拉这种敏感玻璃肠胃都很友好，从来没有拉稀过。推荐推荐。,好评,5
家里的金毛从回家就这个狗粮，身体特棒，没有出现过任何毛病，值得推荐尝试，大品牌值得信赖和使用，强烈推荐尝试，给自己的狗狗加一层保护。,好评,5
